Bundle Name:,,,Price:,Items Included in bundle:,,,,,Link:,,Use:
Eggtimer Telemetry/Voice Starter Set,,,$90,"Eggtimer Telemetry Module, Eggfinder LCD receiver, and Eggtimer Voice Module",,,,,https://eggtimerrocketry.com/purchase/,,The Telemetry Module (connected to the altimeter on the rocket) streams telemetry to the LCD receiver on the ground and the voice module speaks out the telemetry in real time so you can focus on where the rocket is going instead of focusing on a screen.
